Unigram  Probability
transitioning    1.4992054211268016e-05
democracy    0.0003935414230457859
could    0.0007233666156936823
learn    0.00013492848790141223
india    0.00015741656921831437
experience    0.00011244040658451015
expertise    1.4992054211268016e-05
can    0.0038229738238733458
share    0.00034481724685916465
with    0.004557584480225482
too    0.0006746424395070612
what    0.0031370873437078345
largest    0.00010494437947887613
embraces    7.4960271056340205e-06
role    0.00017990465053521642
global    0.00036355731462324963
leader    0.0001649125963239482
same    0.0005809421006866361
message    0.0001161884201373272
by    0.003009654882912056
has    0.002323768402746545
been    0.0017128421936373726
delivered    3.373212197535305e-05
european    2.998410842253603e-05
union    0.00013492848790141223
arab    6.74642439507061e-05
league    2.998410842253603e-05
african    9.744835237324222e-05
organization    4.49761626338041e-05
islamic    2.998410842253603e-05
conference    2.6236094869719025e-05
many    0.001131900092950736
individual    0.0001536685556654973
nations    0.0006221702497676234
north    0.00013867650145422928
south    0.00019114869119366722
east    0.0001649125963239482
west    0.00013867650145422928
voices    0.00011244040658451015
being    0.00042352553146832183
raised    8.245629816197409e-05
together    0.0010007196186021408
oppose    3.7480135528170074e-05
suppression    1.4992054211268016e-05
rights    0.0004759977212077598
libyan    5.996821684507207e-05
people    0.0033469761026655885
they    0.00435519174837336
hadn    1.1244040658451023e-05
t    0.0020539114269437202
traveled    4.122814908098711e-05
quarter    2.6236094869719025e-05
mile    1.8740067764085034e-05
before    0.000584690114239453
silence    1.8740067764085034e-05
was    0.002604869419207819
shattered    2.2488081316902046e-05
an    0.0022900362807711915
ambush    3.74801355281701e-06
close    0.00019864471829930127
cracks    1.4992054211268016e-05
guns    9.37003388204251e-05
whizz    3.74801355281701e-06
bullets    2.998410842253603e-05
simultaneous    3.74801355281701e-06
tracer    3.74801355281701e-06
fire    7.870828460915717e-05
hammered    7.4960271056340205e-06
ridge    1.1244040658451023e-05
rounds    7.4960271056340205e-06
per    5.247218973943806e-05
minute    2.6236094869719025e-05
“    0.0007645947647746698
more    0.003077119126862764
”    0.0007533507241162182
sal    2.2488081316902046e-05
later    0.00012743246079577824
than    0.0014130011094120117
stars    1.1244040658451023e-05
sky    7.4960271056340205e-06
moment    0.00026610896225000747
transformation    2.2488081316902046e-05
taking    0.00020988875895775226
place    0.0006109262091091721
because    0.002106383616683157
egypt    3.7480135528170074e-05
calling    8.245629816197409e-05
for    0.008260621870408687
change    0.0006184222362148064
ve    0.0018627627357500525
turned    8.620431171479123e-05
out    0.0013605289196725742
extraordinary    0.0001836526640880332
numbers    4.49761626338041e-05
representing    7.4960271056340205e-06
all    0.003504392671883902
ages    2.2488081316902046e-05
walks    2.6236094869719025e-05
life    0.0005959341548979041
but    0.004029114569278281
young    0.0005959341548979041
forefront    1.1244040658451023e-05
new    0.0017240862342958235
generation    0.0004047854637042368
want    0.0011506401607148207
their    0.0033057479535846
heard    0.00019489670474648446
our    0.009939731942070703
freedom    0.0003598093010704326
religion    0.00010119636592605927
written    4.872417618662111e-05
into    0.0007346106563521336
founding    7.870828460915717e-05
documents    2.2488081316902046e-05
's    0.0030433870048874093
part    0.000558454019369734
very    0.0006746424395070612
first    0.0008582951035950948
amendment    3.7480135528170074e-05
article    1.4992054211268016e-05
25    4.122814908098711e-05
says    0.00014617252855986325
equally    3.373212197535305e-05
entitled    3.74801355281701e-06
conscience    4.49761626338041e-05
right    0.0010981679709753834
freely    1.4992054211268016e-05
profess    1.1244040658451023e-05
practice    4.872417618662111e-05
propagate    3.74801355281701e-06
both    0.000528469910947198
upholding    3.373212197535305e-05
fundamental    9.37003388204251e-05
responsibility    0.00041228149080987085
government    0.0009894755779436895
also    0.0013567809061197568
person    0.0001536685556654973
even    0.0010381997541303108
week    0.00018740067764085023
operation    4.49761626338041e-05
put    0.0005097298431831131
al    0.0003410692333063478
qaeda    0.00032232916554226273
leadership    0.0002773530029084586
under    0.00026610896225000747
pressure    8.620431171479123e-05
any    0.0006971305208239635
since    0.0003598093010704326
9/11    0.00014242451500704636
sides    5.996821684507207e-05
border    0.00010119636592605927
bottom    7.121225750352317e-05
line    0.0001536685556654973
strategy    0.00018740067764085023
working    0.0006146742226619893
no    0.0014654732991514496
greater    0.00017615663698239927
evidence    5.6220203292255074e-05
justice    0.00025861293514437353
finally    0.00030358909777817764
osama    5.6220203292255074e-05
bin    9.37003388204251e-05
laden    8.620431171479123e-05
great    0.000584690114239453
pleasure    7.4960271056340205e-06
having    0.00019489670474648446
really    0.00014617252855986325
nice    2.2488081316902046e-05
library    1.4992054211268016e-05
white    0.00026610896225000747
house    0.0003935414230457859
tooling    3.74801355281701e-06
through    0.0009032712662288984
some    0.0014992054211268036
writings    7.4960271056340205e-06
previous    5.247218973943806e-05
presidents    5.996821684507207e-05
came    0.0003485652604119817
upon    0.0001836526640880332
quote    2.6236094869719025e-05
abraham    1.8740067764085034e-05
lincoln    6.74642439507061e-05
not    0.0047374891307606975
bound    7.870828460915717e-05
win    6.371623039788912e-05
m    0.0006446583310845255
true    0.0002923450571197265
succeed    0.00019864471829930127
live    0.0003598093010704326
up    0.0016753620581092025
light    7.121225750352317e-05
iran    0.00032607717909507983
able    0.0003673053281760668
pursue    0.0002023927318521182
bomb    4.122814908098711e-05
using    7.121225750352317e-05
plutonium    7.4960271056340205e-06
develop    0.00013492848790141223
weapons-grade    7.4960271056340205e-06
core    5.996821684507207e-05
reactor    1.1244040658451023e-05
arak    3.74801355281701e-06
dismantled    3.74801355281701e-06
replaced    1.1244040658451023e-05
spent    0.00012743246079577824
fuel    5.6220203292255074e-05
facility    1.8740067764085034e-05
shipped    7.4960271056340205e-06
build    0.0003485652604119817
heavy-water    3.74801355281701e-06
reprocess    3.74801355281701e-06
existing    2.998410842253603e-05
reactors    3.74801355281701e-06
ever    0.00028110101646127567
taught    8.245629816197409e-05
us    0.0027060657851338803
about    0.0021401157386585113
resolve    0.00012743246079577824
invasion    1.4992054211268016e-05
insurgency    1.8740067764085034e-05
then    0.0006146742226619893
sectarian    2.998410842253603e-05
strife    1.1244040658451023e-05
persevered    2.2488081316902046e-05
tour    3.7480135528170074e-05
after    0.0006184222362148064
year    0.0008807831849119965
indeed    5.996821684507207e-05
're    0.0009407514017570691
mindful    3.7480135528170074e-05
gather    8.620431171479123e-05
here    0.0020426673862852683
iraq    0.0005921861413450871
veterans    0.00031858115198944535
continue    0.0004872417618662107
risk    0.0001161884201373272
lives    0.0005771940871338192
afghanistan    0.00042352553146832183
prayers    5.996821684507207e-05
them    0.0014130011094120117
tonight    0.0002848490300140927
immigration    0.0001686606098767654
reform    0.000468501694102126
exception    1.1244040658451023e-05
recent    0.0001161884201373272
issue    0.00024362088093310535
become    0.00017240862342958246
once    0.00037105334172888357
source    5.996821684507207e-05
fresh    1.4992054211268016e-05
contention    3.74801355281701e-06
country    0.0014130011094120117
passage    1.8740067764085034e-05
controversial    1.4992054211268016e-05
arizona    1.8740067764085034e-05
heated    1.4992054211268016e-05
reactions    3.74801355281701e-06
seen    0.00030358909777817764
across    0.0005771940871338192
rallied    1.1244040658451023e-05
behind    0.00017990465053521642
policy    0.00023987286738028833
others    0.00023237684027465442
protested    3.74801355281701e-06
launched    5.247218973943806e-05
boycotts    3.74801355281701e-06
state    0.0004497616263380407
everywhere    5.6220203292255074e-05
expressed    4.122814908098711e-05
frustration    2.998410842253603e-05
system    0.0005472099787112829
seems    6.74642439507061e-05
fundamentally    1.4992054211268016e-05
broken    0.00012743246079577824
my    0.001772810410482445
starting    8.245629816197409e-05
point    0.00030358909777817764
worry    2.998410842253603e-05
politics    0.00025861293514437353
focus    0.0002023927318521182
makes    0.0002623609486971905
sense    0.00024362088093310535
works    0.00013867650145422928
should    0.0010232076999190428
doing    0.0004160295043626876
make    0.0017128421936373726
sure    0.000565950046475368
children    0.0006708944259542441
safe    0.00019864471829930127
re    0.0017428263020599088
reducing    6.371623039788912e-05
incidents    1.1244040658451023e-05
gun    0.00017990465053521642
think    0.0008433030493838265
do    0.0029871668015951547
sensible    1.4992054211268016e-05
comports    7.4960271056340205e-06
second    0.00019489670474648446
most    0.0008058229138556568
let    0.0009295073610986179
never    0.0005472099787112829
forgets    7.4960271056340205e-06
happened    0.00014242451500704636
september    3.373212197535305e-05
day    0.0007121225750352313
confront    7.496027105634015e-05
terrorists    0.00021738478606338633
everything    0.00021738478606338633
've    0.000978231537285239
got    0.0008470510629366438
does    0.0003972894365986026
n't    0.001203112350454259
divide    4.49761626338041e-05
anymore    2.6236094869719025e-05
work    0.0015966537735000454
keep    0.0006521543581901591
worked    0.00025486492159155653
republican    0.0001686606098767654
senator    0.00014617252855986325
dick    3.7480135528170074e-05
lugar    7.4960271056340205e-06
pass    0.0001836526640880332
secure    0.0001536685556654973
destroy    6.74642439507061e-05
deadliest    7.4960271056340205e-06
weapons    0.00025861293514437353
track    7.496027105634015e-05
down    0.0006484063446373423
stronger    0.00014242451500704636
military    0.0004647536805493089
tighten    3.74801355281701e-06
net    1.1244040658451023e-05
around    0.0005622020329225508
finances    1.4992054211268016e-05
improve    7.870828460915717e-05
intelligence    0.00022113279961620343
capabilities    6.371623039788912e-05
get    0.0011244040658451018
homeland    0.0001536685556654973
security    0.001116908038739468
understand    0.0003410692333063478
ultimate    4.872417618662111e-05
victory    9.744835237324222e-05
against    0.000539713951605649
enemies    3.7480135528170074e-05
come    0.0008582951035950948
rebuilding    4.872417618662111e-05
alliances    5.6220203292255074e-05
exporting    7.4960271056340205e-06
ideals    0.00010869239303169315
bring    0.0003073371113309946
hope    0.00032607717909507983
opportunity    0.0004085334772570536
globe    7.121225750352317e-05
going    0.0014767173398099007
anywhere    4.49761626338041e-05
cameras    1.1244040658451023e-05
may    0.0005734460735810019
leave    0.00013492848790141223
spotlight    7.4960271056340205e-06
shift    3.373212197535305e-05
until    0.00018740067764085023
joplin    1.8740067764085034e-05
restored    1.8740067764085034e-05
community    0.00042727354502113883
feet    6.371623039788912e-05
increasingly    4.49761626338041e-05
civil    0.00028859704356690933
society    0.0001686606098767654
ideas    0.00019489670474648446
promoting    3.373212197535305e-05
transparency    2.998410842253603e-05
free    0.00041977751791550495
expression    3.373212197535305e-05
reversing    7.4960271056340205e-06
inequality    4.122814908098711e-05
rescuing    3.74801355281701e-06
environment    5.247218973943806e-05
why    0.0010082156457077746
stand    0.00042727354502113883
initiative    6.371623039788912e-05
joined    0.0001161884201373272
push    5.6220203292255074e-05
deny    4.122814908098711e-05
made    0.0008470510629366438
mission    0.00021738478606338633
protect    0.0003335732062007138
partner    0.00010494437947887613
empower    4.122814908098711e-05
knowledge    4.872417618662111e-05
technology    0.00018740067764085023
resources    0.00012743246079577824
action    0.00026610896225000747
u.s.    0.0001536685556654973
supports    2.6236094869719025e-05
efforts    0.00031858115198944535
establish    4.122814908098711e-05
permanent    4.122814908098711e-05
meaningful    4.122814908098711e-05
societies    9.744835237324222e-05
future    0.0008507990764894607
summits    1.1244040658451023e-05
americas    0.00010494437947887613
regardless    4.49761626338041e-05
nationality    3.74801355281701e-06
know    0.0017803064375880781
spying    3.74801355281701e-06
ordinary    8.245629816197409e-05
don    0.000569698060028185
threaten    8.245629816197409e-05
national    0.00044601361278522386
take    0.0008133189409612906
privacy    7.496027105634015e-05
concerns    0.00010494437947887613
account    2.2488081316902046e-05
policies    8.245629816197409e-05
procedures    1.8740067764085034e-05
applies    1.1244040658451023e-05
foreign    0.0001686606098767654
leaders    0.000528469910947198
well    0.0007570987376690355
given    0.00018740067764085023
understandable    3.74801355281701e-06
attention    8.245629816197409e-05
received    7.121225750352317e-05
clear    0.0004160295043626876
unless    7.121225750352317e-05
compelling    3.74801355281701e-06
purpose    0.00011993643369014415
monitor    1.4992054211268016e-05
communications    2.6236094869719025e-05
heads    3.7480135528170074e-05
friends    0.00026610896225000747
allies    0.00023237684027465442
instructed    1.4992054211268016e-05
team    0.0001686606098767654
counterparts    1.1244040658451023e-05
deepen    1.8740067764085034e-05
coordination    2.2488081316902046e-05
cooperation    9.744835237324222e-05
ways    0.00018740067764085023
rebuild    7.870828460915717e-05
trust    0.00012368444724296127
forward    0.00045725765344367485
now    0.0021476117657641455
several    0.00010494437947887613
weeks    0.0001836526640880332
return    7.870828460915717e-05
politicization    3.74801355281701e-06
these    0.001918982939042307
issues    0.00017615663698239927
characterized    3.74801355281701e-06
'm    0.0004085334772570536
elected    0.00010119636592605927
official    2.6236094869719025e-05
problems    0.00026610896225000747
arouse    3.74801355281701e-06
passions    1.8740067764085034e-05
confronting    2.998410842253603e-05
complicated    4.122814908098711e-05
questions    0.00010119636592605927
face    0.00032232916554226273
interest    0.00019114869119366722
spending    0.0003335732062007138
relitigating    3.74801355281701e-06
eight    5.247218973943806e-05
'll    0.0002736049893556417
solve    0.00016116458277113134
americans    0.0010944199574225658
president    0.0011956163233486248
obama    0.00022488081316902032
recognize    0.00022488081316902032
importance    2.2488081316902046e-05
strong    0.00032607717909507983
economic    0.0004497616263380407
engagement    7.870828460915717e-05
continued    5.247218973943806e-05
growth    0.00024362088093310535
philippines    4.49761626338041e-05
note    2.998410842253603e-05
appreciation    1.8740067764085034e-05
programs    0.0001836526640880332
partnership    0.00014617252855986325
framework    6.371623039788912e-05
which    0.0007908308596443885
enhances    3.74801355281701e-06
$    0.00032607717909507983
145    3.74801355281701e-06
total    1.4992054211268016e-05
plan    0.0003560612875176156
contribution    7.4960271056340205e-06
usaid    3.74801355281701e-06
coursed    3.74801355281701e-06
millennium    7.4960271056340205e-06
challenge    0.00026610896225000747
corporation    7.4960271056340205e-06
implementation    1.4992054211268016e-05
projects    6.74642439507061e-05
road    7.870828460915717e-05
infrastructure    0.00010494437947887613
poverty    0.00016116458277113134
reduction    5.247218973943806e-05
good    0.0007233666156936823
governance    2.6236094869719025e-05
434    3.74801355281701e-06
grant    1.8740067764085034e-05
2011    3.373212197535305e-05
2016    7.4960271056340205e-06
friendship    5.996821684507207e-05
flourished    3.74801355281701e-06
ii    3.7480135528170074e-05
truman    1.4992054211268016e-05
committed    0.00013118047434859526
nation    0.0010869239303169318
defense    0.00016116458277113134
turkey    8.245629816197409e-05
sovereignty    3.373212197535305e-05
itself    0.00010869239303169315
nato    7.496027105634015e-05
alliance    5.247218973943806e-05
turkish    1.4992054211268016e-05
troops    0.00028859704356690933
served    0.0001161884201373272
side    0.0001649125963239482
korea    6.371623039788912e-05
kosovo    7.4960271056340205e-06
kabul    1.4992054211268016e-05
withstood    3.74801355281701e-06
test    8.620431171479123e-05
cold    6.74642439507061e-05
trade    0.0001836526640880332
between    0.00043102155857395577
steadily    1.4992054211268016e-05
advanced    5.996821684507207e-05
science    0.00011993643369014415
research    0.0001536685556654973
generations    0.0002023927318521182
helped    0.00022113279961620343
weather    1.4992054211268016e-05
persecution    1.4992054211268016e-05
while    0.00044601361278522386
holding    4.122814908098711e-05
better    0.0005472099787112829
horizon    4.49761626338041e-05
me    0.001263080567299331
personally    1.4992054211268016e-05
growing    0.00016116458277113134
far-flung    3.74801355281701e-06
parts    5.996821684507207e-05
without    0.0004647536805493089
firm    4.49761626338041e-05
roots    7.4960271056340205e-06
story    0.0002511169080387394
spoke    6.74642439507061e-05
yearning    2.2488081316902046e-05
human    0.00044601361278522386
home    0.0005509579922640998
fifth    1.4992054211268016e-05
education    0.00044601361278522386
providing    5.996821684507207e-05
american    0.0014467332313873647
quality    8.245629816197409e-05
higher    0.00019489670474648446
-–    0.00012743246079577824
whether    0.00030358909777817764
college    0.00026985697580282446
technical    1.4992054211268016e-05
training    0.00014617252855986325
degree    7.870828460915717e-05
important    0.00036355731462324963
expensive    2.998410842253603e-05
families    0.0007758388054331201
bearing    1.1244040658451023e-05
enormous    7.870828460915717e-05
burdens    2.2488081316902046e-05
rising    8.995232526760821e-05
cost    0.0002136367725105694
tuition    3.373212197535305e-05
threatens    2.998410842253603e-05
shatter    3.74801355281701e-06
dreams    0.00011244040658451015
simplify    7.4960271056340205e-06
federal    0.00018740067764085023
assistance    8.245629816197409e-05
forms    2.998410842253603e-05
ph.d    3.74801355281701e-06
apply    5.6220203292255074e-05
financial    0.0002960930706725435
aid    5.247218973943806e-05
fighting    0.00013867650145422928
vets    2.6236094869719025e-05
hired    3.74801355281701e-06
private    0.0001536685556654973
sector    0.00010869239303169315
tools    3.7480135528170074e-05
online    4.872417618662111e-05
jobs    0.0008020749003028398
bank    7.496027105634015e-05
connecting    1.4992054211268016e-05
directly    7.121225750352317e-05
helping    0.00013867650145422928
certified    7.4960271056340205e-06
good-paying    3.74801355281701e-06
manufacturing    7.121225750352317e-05
succeeded    1.4992054211268016e-05
passing    5.6220203292255074e-05
tax    0.0004759977212077598
credits    6.371623039788912e-05
businesses    0.000539713951605649
hire    7.870828460915717e-05
wounded    7.870828460915717e-05
warriors    3.7480135528170074e-05
morning    0.00013492848790141223
signed    9.37003388204251e-05
veteran    3.7480135528170074e-05
skills    0.00012743246079577824
act    0.0003560612875176156
making    0.0004722497076549428
easier    8.620431171479123e-05
transfer    2.2488081316902046e-05
outstanding    0.00014617252855986325
licenses    7.4960271056340205e-06
credentials    1.1244040658451023e-05
need    0.0010869239303169318
civilian    7.496027105634015e-05
invest    0.00014992054211268032
development    0.00014242451500704636
form    5.247218973943806e-05
alternative    5.247218973943806e-05
energy    0.0005809421006866361
solar    4.49761626338041e-05
biofuels    1.4992054211268016e-05
technologies    7.870828460915717e-05
coal    1.8740067764085034e-05
clean    0.00020988875895775226
nuclear    0.0004160295043626876
office    0.00024736889448592254
known    0.00016116458277113134
ready    9.744835237324222e-05
lead    0.0003673053281760668
again    0.0004797457347605767
yes    0.00017240862342958246
memphis    7.4960271056340205e-06
underdogs    3.74801355281701e-06
nobody    8.620431171479123e-05
handed    2.6236094869719025e-05
thing    0.0003410692333063478
means    0.0003673053281760668
whatever    8.620431171479123e-05
accomplish    3.7480135528170074e-05
earned    9.37003388204251e-05
rewards    2.6236094869719025e-05
joys    7.4960271056340205e-06
reap    3.74801355281701e-06
appreciate    3.7480135528170074e-05
own    0.0009295073610986179
sweat    1.1244040658451023e-05
tears    2.6236094869719025e-05
products    8.245629816197409e-05
effort    0.0003523132739647986
talents    4.872417618662111e-05
shown    5.247218973943806e-05
grit    1.1244040658451023e-05
determination    7.496027105634015e-05
childhoods    3.74801355281701e-06
lot    0.00030358909777817764
adults    2.998410842253603e-05
still    0.0006559023717429764
overcome    5.996821684507207e-05
fears    2.998410842253603e-05
improbable    7.4960271056340205e-06
odds    4.122814908098711e-05
urgency    1.1244040658451023e-05
seriousness    3.74801355281701e-06
requires    7.870828460915717e-05
listen    6.371623039788912e-05
advocates    1.1244040658451023e-05
folks    0.0004010374501514199
saying    0.00011993643369014415
look    0.0004497616263380407
actual    1.4992054211268016e-05
legislation    0.00016116458277113134
colorado    2.2488081316902046e-05
hopefully    1.1244040658451023e-05
facts    8.245629816197409e-05
listening    4.122814908098711e-05
each    0.0004647536805493089
other    0.0009295073610986179
actually    0.0001836526640880332
move    0.00021738478606338633
fact    0.0003485652604119817
nra    1.4992054211268016e-05
expanded    2.998410842253603e-05
background    8.620431171479123e-05
checks    5.247218973943806e-05
current    8.620431171479123e-05
compromise    5.996821684507207e-05
didn    0.00021738478606338633
contain    4.49761626338041e-05
wanted    7.870828460915717e-05
represent    5.6220203292255074e-05
progress    0.0003972894365986026
represented    3.373212197535305e-05
moderation    3.74801355281701e-06
common    0.0003410692333063478
90    5.247218973943806e-05
percent    0.0003485652604119817
supported    5.996821684507207e-05
actions    0.00014617252855986325
date    1.8740067764085034e-05
governments    0.0001649125963239482
dangerous    9.37003388204251e-05
slope    7.4960271056340205e-06
respect    0.0002361248538274714
members    0.0002773530029084586
repeat    7.496027105634015e-05
diplomacy    5.6220203292255074e-05
opens    1.4992054211268016e-05
prosperity    0.00025861293514437353
obligations    7.870828460915717e-05
lose    8.620431171479123e-05
sight    2.2488081316902046e-05
food    5.6220203292255074e-05
men    0.0005959341548979041
shelter    2.2488081316902046e-05
health    0.0009444994153098857
care    0.0008995232526760815
empowered    1.1244040658451023e-05
faith    0.00034481724685916465
consistently    2.6236094869719025e-05
prayerfully    3.74801355281701e-06
find    0.00022862882672183743
civility    3.7480135528170074e-05
begins    2.6236094869719025e-05
stepping    2.2488081316902046e-05
comfort    1.8740067764085034e-05
zones    3.74801355281701e-06
bridge    3.7480135528170074e-05
divisions    4.872417618662111e-05
see    0.0006746424395070612
conservative    1.8740067764085034e-05
pastors    1.4992054211268016e-05
fix    9.744835237324222e-05
11    4.122814908098711e-05
2001    7.4960271056340205e-06
grief    2.6236094869719025e-05
offered    4.49761626338041e-05
neighbors    0.00013867650145422928
hand    0.00017615663698239927
blood    4.49761626338041e-05
reaffirmed    4.872417618662111e-05
ties    4.122814908098711e-05
love    0.00032232916554226273
matter    0.00024736889448592254
where    0.0011581361878204555
god    0.0003897934094929686
prayed    7.4960271056340205e-06
race    0.0002023927318521182
ethnicity    1.8740067764085034e-05
one    0.0018889988306197716
family    0.00036355731462324963
draw    6.371623039788912e-05
strength    0.00018740067764085023
dr.    0.00017240862342958246
king    0.00015741656921831437
struggles    2.6236094869719025e-05
must    0.0010756798896584812
inspiration    1.4992054211268016e-05
his    0.0014654732991514496
constant    4.872417618662111e-05
insistence    2.998410842253603e-05
oneness    3.74801355281701e-06
man    0.0003485652604119817
belief    0.00011993643369014415
words    0.00026985697580282446
caught    2.998410842253603e-05
inescapable    3.74801355281701e-06
network    2.998410842253603e-05
mutuality    3.74801355281701e-06
tied    2.2488081316902046e-05
single    0.0002736049893556417
garment    7.4960271056340205e-06
destiny.    7.4960271056340205e-06
rooted    4.872417618662111e-05
christian    4.49761626338041e-05
led    0.00013492848790141223
him    0.00037480135528170083
tell    0.00022113279961620343
group    7.496027105634015e-05
angry    2.998410842253603e-05
protesters    1.4992054211268016e-05
threw    3.74801355281701e-06
rock    1.4992054211268016e-05
glanced    3.74801355281701e-06
off    0.00037480135528170083
neck    3.74801355281701e-06
chose    5.6220203292255074e-05
leon    7.4960271056340205e-06
panetta    1.1244040658451023e-05
director    4.49761626338041e-05
cia    1.1244040658451023e-05
he    0.001769062396929628
advocate    4.49761626338041e-05
agency    4.49761626338041e-05
would    0.001180624269137357
strengthen    0.00017240862342958246
meet    0.00041228149080987085
threats    0.00014617252855986325
jim    5.6220203292255074e-05
clapper    3.74801355281701e-06
charged    4.122814908098711e-05
integrated    1.4992054211268016e-05
exactly    8.995232526760821e-05
done    0.000558454019369734
along    0.00013118047434859526
everybody    0.0004759977212077598
wonderful    0.00010119636592605927
summer    6.74642439507061e-05
perfect    9.744835237324222e-05
whoever    2.2488081316902046e-05
charge    5.6220203292255074e-05
job    0.0004909897754190277
beat    3.373212197535305e-05
poli    3.74801355281701e-06
[    0.00013867650145422928
tics    3.74801355281701e-06
]    0.00013867650145422928
fear    0.00018740067764085023
doubt    7.121225750352317e-05
cynicism    4.49761626338041e-05
tear    2.998410842253603e-05
instead    0.00026610896225000747
lifting    2.2488081316902046e-05
stories    5.6220203292255074e-05
lived    7.496027105634015e-05
similar    3.7480135528170074e-05
yvonne    1.4992054211268016e-05
bojorquez    3.74801355281701e-06
chance    0.00023987286738028833
student    0.00013492848790141223
village    2.2488081316902046e-05
academy    3.7480135528170074e-05
high    0.00017615663698239927
school    0.0002773530029084586
california    3.373212197535305e-05
21st    0.00016116458277113134
century    0.00033732121975353055
cutting    4.49761626338041e-05
edge    1.4992054211268016e-05
classroom    1.8740067764085034e-05
prep    3.74801355281701e-06
career    5.996821684507207e-05
motto    7.4960271056340205e-06
results    4.122814908098711e-05
emerge    2.998410842253603e-05
recession    0.00010494437947887613
afford    0.00023237684027465442
pre-crisis    3.74801355281701e-06
status    6.74642439507061e-05
quo    4.872417618662111e-05
go    0.0006071781955563553
economy    0.0008245629816197418
dependent    1.1244040658451023e-05
bubbles    7.4960271056340205e-06
debt    0.00024362088093310535
speculation    1.1244040658451023e-05
accept    0.00010494437947887613
leaves    1.8740067764085034e-05
middle    0.00031858115198944535
class    0.00028110101646127567
owing    3.74801355281701e-06
less    0.00031858115198944535
foundation    0.00010119636592605927
16    1.8740067764085034e-05
months    0.00031108512488381136
encourage    9.744835237324222e-05
educational    2.2488081316902046e-05
levels    3.373212197535305e-05
asean    3.373212197535305e-05
likely    9.744835237324222e-05
exploited    1.1244040658451023e-05
