Bigram    Probability
<s> sure    0.00018554596901382308
<s> number    0.0006494108915483815
<s> other    0.0005566379070414694
<s> eric    0.00018554596901382308
<s> jakarta    9.277298450691154e-05
<s> betchaks    9.277298450691154e-05
<s> how    0.0017626867056313204
<s> matt    9.277298450691154e-05
<s> q    0.0015771407366174976
<s> are    0.0008349568605622044
<s> thank    0.011411077094350124
<s> senator    0.0003710919380276462
<s> across    0.0012060487985898504
<s> military    0.0002783189535207349
<s> question    0.0017626867056313204
<s> scripture    0.0002783189535207349
<s> or    0.001113275814082939
<s> pushing    9.277298450691154e-05
<s> last    0.0015771407366174976
<s> make    0.0005566379070414694
<s> past    0.0002783189535207349
<s> labor    9.277298450691154e-05
<s> at    0.0029687355042211706
<s> blessed    9.277298450691154e-05
<s> cindy    9.277298450691154e-05
<s> hooah    0.0003710919380276462
<s> ``    0.0019482326746451432
<s> from    0.0015771407366174976
<s> economists    9.277298450691154e-05
<s> please    0.001020502829576027
<s> one    0.002319324612672789
<s> then    0.0008349568605622044
<s> home    0.00018554596901382308
<s> people    0.0009277298450691156
<s> banks    0.00018554596901382308
<s> greed    9.277298450691154e-05
<s> investors    0.00018554596901382308
<s> large    9.277298450691154e-05
<s> call    9.277298450691154e-05
<s> show    9.277298450691154e-05
<s> although    0.0003710919380276462
<s> take    0.00046386492253455816
<s> since    0.0012060487985898504
<s> mr.    0.001113275814082939
<s> mindful    0.00018554596901382308
<s> jai    9.277298450691154e-05
<s> well    0.0020410056591520544
<s> giving    9.277298450691154e-05
<s> everybody    0.0013915947676036737
<s> experts    0.00018554596901382308
<s> tonight    0.0012060487985898504
<s> israel    0.00046386492253455816
<s> around    0.0002783189535207349
<s> hundreds    0.0002783189535207349
<s> janet    9.277298450691154e-05
<s> every    0.00287596251971426
<s> only    0.0005566379070414694
<s> his    0.002133778643658967
<s> hall    9.277298450691154e-05
<s> new    0.0002783189535207349
<s> relationships    9.277298450691154e-05
<s> without    0.00046386492253455816
<s> any    0.0002783189535207349
<s> craig    9.277298450691154e-05
<s> those    0.0027831895352073473
<s> check    9.277298450691154e-05
<s> companies    0.00018554596901382308
<s> tens    0.0002783189535207349
<s> instead    0.002133778643658967
<s> islam    9.277298450691154e-05
<s> muslims    9.277298450691154e-05
<s> too    0.0008349568605622044
<s> america    0.003432600426755728
<s> good    0.002319324612672789
<s> national    9.277298450691154e-05
<s> judy    9.277298450691154e-05
<s> anybody    0.0002783189535207349
<s> yesterday    0.0008349568605622044
<s> zacarias    9.277298450691154e-05
<s> another    0.0002783189535207349
<s> reducing    0.00018554596901382308
<s> jacare    9.277298450691154e-05
<s> can    0.0006494108915483815
<s> obviously    0.0007421838760552924
<s> third    0.001020502829576027
<s> robert    9.277298450691154e-05
<s> poland    9.277298450691154e-05
<s> burning    9.277298450691154e-05
<s> smashing    9.277298450691154e-05
<s> attacking    9.277298450691154e-05
<s> betsy    0.00018554596901382308
<s> meanwhile    0.0008349568605622044
<s> jackie    9.277298450691154e-05
<s> ask    0.0002783189535207349
<s> virtually    9.277298450691154e-05
<s> by    0.0013915947676036737
<s> god    0.0027831895352073473
<s> time    0.00046386492253455816
<s> having    0.0007421838760552924
<s> each    0.0008349568605622044
<s> ultimately    0.0008349568605622044
<s> warren    0.00018554596901382308
<s> both    0.0002783189535207349
<s> understand    0.00018554596901382308
<s> amid    9.277298450691154e-05
<s> federally-funded    9.277298450691154e-05
<s> somewhere    0.0002783189535207349
<s> think    0.0015771407366174976
<s> anyone    9.277298450691154e-05
<s> recently    0.0002783189535207349
<s> against    9.277298450691154e-05
<s> russia    0.0002783189535207349
<s> progress    0.0003710919380276462
<s> sometimes    0.0008349568605622044
<s> al    0.0009277298450691156
<s> send    0.0002783189535207349
<s> triangulating    9.277298450691154e-05
<s> citizenship    9.277298450691154e-05
<s> seventy    9.277298450691154e-05
<s> none    0.0005566379070414694
<s> didn    0.00018554596901382308
<s> born    0.00018554596901382308
<s> earlier    0.00046386492253455816
<s> who    0.00046386492253455816
<s> mitigation    9.277298450691154e-05
<s> transparency    9.277298450691154e-05
<s> financing    9.277298450691154e-05
<s> pent-up    9.277298450691154e-05
<s> nationstar    9.277298450691154e-05
<s> northern    9.277298450691154e-05
<s> golf    9.277298450691154e-05
<s> like    0.0012988217830967618
<s> ken    9.277298450691154e-05
<s> remember    0.0008349568605622044
<s> communities    0.00018554596901382308
<s> blacks    9.277298450691154e-05
<s> particularly    0.00018554596901382308
<s> tim    0.0005566379070414694
<s> throw    9.277298450691154e-05
<s> pick    9.277298450691154e-05
<s> audience    0.0015771407366174976
<s> part    0.00046386492253455816
<s> cynics    9.277298450691154e-05
<s> before    0.0006494108915483815
<s> sixteen    9.277298450691154e-05
<s> muchas    9.277298450691154e-05
<s> why    0.0008349568605622044
<s> seeing    9.277298450691154e-05
<s> barney    9.277298450691154e-05
<s> two    0.0006494108915483815
<s> later    0.00018554596901382308
<s> thanks    0.001020502829576027
<s> fourth    0.00046386492253455816
<s> despite    0.0005566379070414694
<s> keep    0.0002783189535207349
<s> profitable    9.277298450691154e-05
<s> violence    9.277298450691154e-05
<s> asking    9.277298450691154e-05
<s> nick    9.277298450691154e-05
<s> john    0.0003710919380276462
<s> edith    9.277298450691154e-05
<s> along    0.0003710919380276462
<s> will    0.0002783189535207349
<s> suppressing    9.277298450691154e-05
<s> rather    0.00046386492253455816
<s> brave    9.277298450691154e-05
<s> altogether    9.277298450691154e-05
<s> change    0.0008349568605622044
<s> tomorrow    0.0002783189535207349
<s> next    0.0007421838760552924
<s> yet    0.0012988217830967618
<s> race    0.00018554596901382308
<s> rule    9.277298450691154e-05
<s> assad    9.277298450691154e-05
<s> groups    0.0002783189535207349
<s> protecting    0.00018554596901382308
<s> coming    9.277298450691154e-05
<s> trained    9.277298450691154e-05
<s> hafeeza    9.277298450691154e-05
<s> once    0.0006494108915483815
<s> king    9.277298450691154e-05
<s> forty    9.277298450691154e-05
<s> customers    9.277298450691154e-05
<s> justice    0.00018554596901382308
<s> don    0.0005566379070414694
<s> everything    0.0002783189535207349
<s> technology    0.0003710919380276462
<s> madam    0.00018554596901382308
<s> everyone    0.0003710919380276462
<s> always    9.277298450691154e-05
<s> admittedly    9.277298450691154e-05
<s> peace    0.0007421838760552924
<s> prejudices    9.277298450691154e-05
<s> oh    0.0002783189535207349
<s> teachers    9.277298450691154e-05
<s> theirs    0.0002783189535207349
<s> students    9.277298450691154e-05
<s> reverend    9.277298450691154e-05
<s> unconditional    9.277298450691154e-05
<s> ending    0.00018554596901382308
<s> huge    9.277298450691154e-05
<s> regulators    9.277298450691154e-05
<s> odds    9.277298450691154e-05
<s> adios    9.277298450691154e-05
<s> privately    9.277298450691154e-05
<s> selflessly    9.277298450691154e-05
<s> compassionately    9.277298450691154e-05
<s> unafraid    9.277298450691154e-05
<s> teddy    9.277298450691154e-05
<s> harry    9.277298450691154e-05
<s> ted    0.0003710919380276462
<s> shortly    0.00018554596901382308
<s> capital    9.277298450691154e-05
<s> its    0.00018554596901382308
<s> steel    9.277298450691154e-05
<s> mahalo    9.277298450691154e-05
<s> meus    9.277298450691154e-05
<s> congressman    9.277298450691154e-05
<s> brazil    0.0002783189535207349
<s> russian    9.277298450691154e-05
<s> release    9.277298450691154e-05
<s> scores    9.277298450691154e-05
<s> maybe    0.0005566379070414694
<s> --    9.277298450691154e-05
<s> generations    9.277298450691154e-05
<s> roll    9.277298450691154e-05
<s> nevertheless    0.0003710919380276462
<s> independent    0.00018554596901382308
<s> leslie    9.277298450691154e-05
<s> israelis    9.277298450691154e-05
<s> square    9.277298450691154e-05
<s> tax    9.277298450691154e-05
<s> overall    9.277298450691154e-05
<s> congratulations    9.277298450691154e-05
<s> freedom    9.277298450691154e-05
<s> robust    9.277298450691154e-05
<s> still    0.0003710919380276462
<s> bill    0.0002783189535207349
<s> recall    0.00018554596901382308
<s> engagement    9.277298450691154e-05
<s> growing    0.00018554596901382308
<s> unlike    9.277298450691154e-05
<s> which    0.00046386492253455816
<s> four    0.00046386492253455816
<s> women    9.277298450691154e-05
<s> latinos    9.277298450691154e-05
<s> asian    9.277298450691154e-05
<s> governments    0.0002783189535207349
<s> considering    9.277298450691154e-05
<s> among    0.0003710919380276462
<s> deprivation    9.277298450691154e-05
<s> clearly    0.00018554596901382308
<s> vivian    9.277298450691154e-05
<s> disguised    9.277298450691154e-05
<s> violent    9.277298450691154e-05
<s> dubois    9.277298450691154e-05
<s> emil    9.277298450691154e-05
<s> homes    9.277298450691154e-05
<s> democracy    9.277298450691154e-05
<s> …magna    9.277298450691154e-05
<s> perhaps    0.00046386492253455816
<s> grew    9.277298450691154e-05
<s> ambassador    9.277298450691154e-05
<s> money    9.277298450691154e-05
<s> june    9.277298450691154e-05
<s> is    0.0003710919380276462
<s> rejectionists    9.277298450691154e-05
<s> neither    0.0003710919380276462
<s> consider    0.0002783189535207349
<s> nearly    0.0003710919380276462
<s> reflecting    9.277298450691154e-05
<s> built    9.277298450691154e-05
<s> core    9.277298450691154e-05
<s> unless    9.277298450691154e-05
<s> major    0.00018554596901382308
<s> turkey    0.0003710919380276462
<s> south    0.00018554596901382308
<s> countries    0.0003710919380276462
<s> china    9.277298450691154e-05
<s> fifty    0.0002783189535207349
<s> such    0.00018554596901382308
<s> put    0.0002783189535207349
<s> forward    9.277298450691154e-05
<s> nor    0.0003710919380276462
<s> normally    9.277298450691154e-05
<s> five    0.00018554596901382308
<s> fortunately    9.277298450691154e-05
<s> above    0.0002783189535207349
<s> churchill    9.277298450691154e-05
<s> unchecked    9.277298450691154e-05
<s> americans    0.00046386492253455816
<s> michelle    0.00046386492253455816
<s> years    9.277298450691154e-05
<s> under    0.0005566379070414694
<s> saturday    9.277298450691154e-05
<s> colonists    9.277298450691154e-05
<s> pioneers    9.277298450691154e-05
<s> citizens    9.277298450691154e-05
<s> osama    0.00018554596901382308
<s> politico    9.277298450691154e-05
<s> twenty-first    9.277298450691154e-05
<s> unprecedented    9.277298450691154e-05
<s> plots    9.277298450691154e-05
<s> emerging    9.277298450691154e-05
<s> gerald    9.277298450691154e-05
<s> global    9.277298450691154e-05
<s> washington    9.277298450691154e-05
<s> started    9.277298450691154e-05
<s> cobra    9.277298450691154e-05
<s> however    9.277298450691154e-05
<s> had    0.0002783189535207349
<s> vielen    9.277298450691154e-05
<s> chancellor    0.00018554596901382308
<s> peaceful    9.277298450691154e-05
<s> sectarian    9.277298450691154e-05
<s> mitch    9.277298450691154e-05
<s> year    9.277298450691154e-05
<s> california    9.277298450691154e-05
<s> molweni    9.277298450691154e-05
<s> sanibona    9.277298450691154e-05
<s> dumelang    9.277298450691154e-05
<s> ndaa    9.277298450691154e-05
<s> reperile    9.277298450691154e-05
<s> whether    0.0003710919380276462
<s> would    0.00018554596901382308
<s> africa    9.277298450691154e-05
<s> building    0.00018554596901382308
<s> colleen    9.277298450691154e-05
<s> todah    9.277298450691154e-05
<s> )    0.0003710919380276462
<s> war    9.277298450691154e-05
<s> getting    9.277298450691154e-05
<s> seven    9.277298450691154e-05
<s> come    0.0002783189535207349
<s> get    9.277298450691154e-05
<s> admiral    9.277298450691154e-05
<s> sal    9.277298450691154e-05
<s> nurney    9.277298450691154e-05
<s> abroad    9.277298450691154e-05
<s> education    9.277298450691154e-05
<s> fleeing    9.277298450691154e-05
<s> sheila    9.277298450691154e-05
<s> point    0.00018554596901382308
<s> soon    0.0003710919380276462
<s> see    0.0002783189535207349
<s> ]    0.00018554596901382308
<s> pause    9.277298450691154e-05
<s> wait    9.277298450691154e-05
<s> apologies    9.277298450691154e-05
<s> rosa    0.0002783189535207349
<s> islamic    9.277298450691154e-05
<s> reggie    9.277298450691154e-05
<s> guided    9.277298450691154e-05
<s> between    0.00018554596901382308
<s> dorwan    9.277298450691154e-05
<s> simple    9.277298450691154e-05
<s> jon    9.277298450691154e-05
<s> less    0.00018554596901382308
<s> bush    9.277298450691154e-05
<s> internationally    9.277298450691154e-05
<s> reminds    9.277298450691154e-05
<s> dick    0.00018554596901382308
<s> back    9.277298450691154e-05
<s> illinois    9.277298450691154e-05
<s> clear-eyed    9.277298450691154e-05
<s> victory    9.277298450691154e-05
<s> conflict    9.277298450691154e-05
<s> kids    0.00018554596901382308
<s> beyond    0.00018554596901382308
<s> took    9.277298450691154e-05
<s> have    9.277298450691154e-05
<s> poorly    9.277298450691154e-05
<s> up    0.00018554596901382308
<s> hello    0.001020502829576027
<s> congress    0.0002783189535207349
<s> humanity    9.277298450691154e-05
<s> almost    9.277298450691154e-05
<s> ryan    0.00018554596901382308
<s> feel    9.277298450691154e-05
<s> nothing    9.277298450691154e-05
<s> sanctions    9.277298450691154e-05
<s> ten    0.0002783189535207349
<s> down    9.277298450691154e-05
<s> pass    0.0002783189535207349
<s> starting    0.00018554596901382308
<s> fifteen    0.00018554596901382308
<s> chuck    9.277298450691154e-05
<s> confidence    9.277298450691154e-05
<s> centuries    9.277298450691154e-05
<s> europe    9.277298450691154e-05
<s> mexican    0.00018554596901382308
<s> inaction    9.277298450691154e-05
<s> consumers    9.277298450691154e-05
<s> scientists    9.277298450691154e-05
<s> confronting    9.277298450691154e-05
<s> operation    9.277298450691154e-05
<s> cuts    9.277298450691154e-05
<s> surrounded    9.277298450691154e-05
<s> politicians    9.277298450691154e-05
<s> certainly    0.00018554596901382308
<s> members    0.00018554596901382308
<s> regardless    0.00018554596901382308
<s> remind    9.277298450691154e-05
<s> legitimate    9.277298450691154e-05
<s> racial    9.277298450691154e-05
<s> either    9.277298450691154e-05
<s> hey    9.277298450691154e-05
<s> terrorists    9.277298450691154e-05
<s> extremists    9.277298450691154e-05
<s> adversaries    9.277298450691154e-05
<s> pease    9.277298450691154e-05
<s> lisa    0.00018554596901382308
<s> agencies    9.277298450691154e-05
<s> isil    9.277298450691154e-05
<s> success    9.277298450691154e-05
<s> chaplain    9.277298450691154e-05
<s> reform    9.277298450691154e-05
<s> making    9.277298450691154e-05
<s> go    0.00018554596901382308
<s> republicans    0.00018554596901382308
<s> several    9.277298450691154e-05
<s> nations    9.277298450691154e-05
<s> secretary    0.0002783189535207349
<s> legionnaires    9.277298450691154e-05
<s> provisions    9.277298450691154e-05
<s> satellite    9.277298450691154e-05
<s> cell    9.277298450691154e-05
<s> cidade    9.277298450691154e-05
<s> maravilhoso    9.277298450691154e-05
<s> boa    9.277298450691154e-05
<s> things    9.277298450691154e-05
<s> specialist    9.277298450691154e-05
<s> working    9.277298450691154e-05
<s> recent    9.277298450691154e-05
<s> treat    9.277298450691154e-05
<s> infrastructure    9.277298450691154e-05
<s> concretely    9.277298450691154e-05
<s> broaden    9.277298450691154e-05
<s> manufacturers    9.277298450691154e-05
<s> imagining    9.277298450691154e-05
<s> yay    9.277298450691154e-05
<s> insurance    9.277298450691154e-05
<s> oil    9.277298450691154e-05
<s> transitioning    9.277298450691154e-05
<s> fight    9.277298450691154e-05
<s> better    9.277298450691154e-05
<s> sally    9.277298450691154e-05
<s> music    9.277298450691154e-05
<s> brother    9.277298450691154e-05
<s> husband    9.277298450691154e-05
<s> uncle    9.277298450691154e-05
<s> wonderful    9.277298450691154e-05
<s> stylish    9.277298450691154e-05
<s> student    9.277298450691154e-05
<s> according    9.277298450691154e-05
<s> folks    0.00018554596901382308
<s> (    0.0003710919380276462
<s> symbolic    9.277298450691154e-05
<s> palestinian    9.277298450691154e-05
<s> premiums    9.277298450691154e-05
<s> patients    9.277298450691154e-05
<s> tennessee    9.277298450691154e-05
<s> much    9.277298450691154e-05
<s> foreign    9.277298450691154e-05
<s> plus    0.00046386492253455816
<s> pittsburgh    9.277298450691154e-05
<s> dr.    9.277298450691154e-05
<s> bahoot    0.00018554596901382308
<s> doing    9.277298450691154e-05
<s> thongvone    9.277298450691154e-05
<s> ’    9.277298450691154e-05
<s> father    9.277298450691154e-05
<s> stan    9.277298450691154e-05
<s> class    9.277298450691154e-05
<s> muslim    0.0003710919380276462
<s> absolutely    9.277298450691154e-05
<s> jim    0.00018554596901382308
<s> sasha    9.277298450691154e-05
<s> antagonism    9.277298450691154e-05
<s> divisions    0.00018554596901382308
<s> governor    9.277298450691154e-05
<s> mayor    0.00018554596901382308
<s> leading    9.277298450691154e-05
<s> peter    9.277298450691154e-05
<s> ninety    9.277298450691154e-05
<s> environmental    9.277298450691154e-05
<s> senate    9.277298450691154e-05
<s> prosperity    0.00018554596901382308
<s> societies    9.277298450691154e-05
<s> states    0.00018554596901382308
<s> galileo    9.277298450691154e-05
<s> vice    9.277298450691154e-05
<s> gbagbo    9.277298450691154e-05
<s> true    0.0002783189535207349
<s> .    9.277298450691154e-05
<s> businesses    9.277298450691154e-05
<s> army    9.277298450691154e-05
<s> going    0.00018554596901382308
<s> melody    9.277298450691154e-05
<s> boston    9.277298450691154e-05
<s> three    9.277298450691154e-05
<s> black    9.277298450691154e-05
<s> slowing    9.277298450691154e-05
<s> living    9.277298450691154e-05
<s> moses    9.277298450691154e-05
<s> thinks    9.277298450691154e-05
<s> security    9.277298450691154e-05
<s> standing    9.277298450691154e-05
<s> alan    9.277298450691154e-05
<s> meeting    9.277298450691154e-05
<s> leadership    9.277298450691154e-05
<s> important    9.277298450691154e-05
<s> standards    9.277298450691154e-05
<s> outside    9.277298450691154e-05
<s> nine    0.00018554596901382308
<s> traditionally    9.277298450691154e-05
<s> former    9.277298450691154e-05
<s> assalamualaikum    9.277298450691154e-05
<s> somebody    0.00018554596901382308
<s> anyway    0.00018554596901382308
<s> mandela    9.277298450691154e-05
<s> yeats    9.277298450691154e-05
<s> 101st    9.277298450691154e-05
<s> general    9.277298450691154e-05
<s> agreements    9.277298450691154e-05
<s> strong    0.00018554596901382308
<s> support    9.277298450691154e-05
<s> investments    9.277298450691154e-05
<s> steve    0.00018554596901382308
<s> day    9.277298450691154e-05
<s> separated    9.277298450691154e-05
<s> danny    9.277298450691154e-05
<s> run    9.277298450691154e-05
<s> propelled    9.277298450691154e-05
<s> luther    0.0002783189535207349
<s> investigative    9.277298450691154e-05
<s> laboring    9.277298450691154e-05
<s> alright    9.277298450691154e-05
<s> trucks    9.277298450691154e-05
<s> bombers    9.277298450691154e-05
<s> shipyards    9.277298450691154e-05
<s> george    9.277298450691154e-05
<s> sí    9.277298450691154e-05
<s> firms    9.277298450691154e-05
<s> pretty    9.277298450691154e-05
<s> tasks    9.277298450691154e-05
<s> real    9.277298450691154e-05
<s> air    0.00018554596901382308
<s> stood    0.00018554596901382308
<s> yeah    9.277298450691154e-05
<s> iraqis    9.277298450691154e-05
<s> pat    9.277298450691154e-05
<s> bobby    9.277298450691154e-05
<s> hand    9.277298450691154e-05
<s> marco    9.277298450691154e-05
<s> sylvia    9.277298450691154e-05
<s> agreement    9.277298450691154e-05
<s> es    9.277298450691154e-05
<s> sadly    0.00018554596901382308
<s> istiqlal    9.277298450691154e-05
<s> okay    0.00018554596901382308
<s> airbus    9.277298450691154e-05
<s> marty    9.277298450691154e-05
<s> families    9.277298450691154e-05
<s> elena    9.277298450691154e-05
<s> her    0.00018554596901382308
<s> sametová    9.277298450691154e-05
<s> massive    0.00018554596901382308
<s> 'probably    9.277298450691154e-05
<s> health    9.277298450691154e-05
<s> bin    9.277298450691154e-05
<s> fidelity    9.277298450691154e-05
<s> raising    9.277298450691154e-05
<s> witaj    9.277298450691154e-05
<s> welcome    0.00018554596901382308
<s> say    9.277298450691154e-05
<s> targeted    9.277298450691154e-05
<s> local    0.00018554596901382308
<s> democrats    0.00018554596901382308
<s> unbelievable    9.277298450691154e-05
<s> distinguished    0.00018554596901382308
<s> christina    9.277298450691154e-05
<s> faced    9.277298450691154e-05
<s> joining    9.277298450691154e-05
<s> climate    9.277298450691154e-05
<s> eight    9.277298450691154e-05
<s> caterpillar    9.277298450691154e-05
<s> ford    9.277298450691154e-05
<s> singapore    9.277298450691154e-05
<s> upon    9.277298450691154e-05
<s> full    9.277298450691154e-05
<s> hope    9.277298450691154e-05
<s> gentleman    9.277298450691154e-05
<s> different    9.277298450691154e-05
<s> someone    0.00018554596901382308
<s> everyday    9.277298450691154e-05
<s> newt    9.277298450691154e-05
<s> improved    9.277298450691154e-05
<s> israeli    9.277298450691154e-05
<s> palestinians    9.277298450691154e-05
<s> policies    9.277298450691154e-05
<s> broadly    9.277298450691154e-05
<s> karen    9.277298450691154e-05
<s> e-commerce    9.277298450691154e-05
<s> sir    9.277298450691154e-05
<s> did    9.277298450691154e-05
<s> sheldon    9.277298450691154e-05
<s> being    9.277298450691154e-05
<s> bon    9.277298450691154e-05
<s> six    9.277298450691154e-05
<s> guys    9.277298450691154e-05
<s> mohamed    9.277298450691154e-05
<s> occasionally    9.277298450691154e-05
<s> needless    9.277298450691154e-05
<s> pulang    9.277298450691154e-05
<s> eleven    9.277298450691154e-05
<s> seventeen    9.277298450691154e-05
<s> fewer    9.277298450691154e-05
<s> talking    9.277298450691154e-05
<s> evidence    9.277298450691154e-05
<s> information    9.277298450691154e-05
<s> bahrain    9.277298450691154e-05
<s> greater    9.277298450691154e-05
<s> eisenhower    9.277298450691154e-05
<s> repealing    9.277298450691154e-05
<s> twenty-three    9.277298450691154e-05
<s> ideally    9.277298450691154e-05
<s> franklin    9.277298450691154e-05
<s> nato    9.277298450691154e-05
<s> ya    9.277298450691154e-05
<s> gentlemen    9.277298450691154e-05
<s> does    9.277298450691154e-05
i have    0.0444706808343172
i promise    0.0027548209366391194
i said    0.0157418339236521
i visited    0.0023612750885478153
i am    0.04053522235340416
i was    0.03069657615112161
i came    0.006690279417552147
i ’    0.1357733175914994
i think    0.044077134986225903
i 've    0.028335301062573794
i 'm    0.04289649744195199
i understand    0.00747737111373475
i 'll    0.009051554506099962
i want    0.0602125147579693
i recognize    0.003935458480913028
i signed    0.0015741833923652111
i take    0.0031483667847304196
i will    0.046831955922865015
i know    0.05509641873278238
i wanted    0.0019677292404565137
i love    0.0031483667847304196
i chose    0.0015741833923652111
i charged    0.0003935458480913027
i hope    0.005903187721369538
i deployed    0.0003935458480913027
i are    0.0019677292404565137
i believe    0.02715466351829988
i first    0.0019677292404565137
i don    0.009838646202282562
i saw    0.0035419126328217233
i struggled    0.0003935458480913027
i went    0.0019677292404565137
i 'd    0.0047225501770956305
i had    0.010232192050373868
i --    0.0027548209366391194
i ...    0.0011806375442739074
i really    0.0023612750885478153
i sacrifice    0.0003935458480913027
i urge    0.004329004329004331
i met    0.005903187721369538
i guess    0.0015741833923652111
i this    0.0003935458480913027
i noticed    0.0007870916961826055
i agree    0.0035419126328217233
i call    0.0011806375442739074
i thank    0.0019677292404565137
i bring    0.0007870916961826055
i view    0.0007870916961826055
i also    0.0157418339236521
i demanded    0.0003935458480913027
i pledged    0.0011806375442739074
i took    0.0047225501770956305
i began    0.0007870916961826055
i expect    0.0023612750885478153
i witnessed    0.0007870916961826055
i did    0.006690279417552147
i work    0.0003935458480913027
i looked    0.0007870916961826055
i can    0.015348288075560804
i sign    0.0011806375442739074
i do    0.0157418339236521
i should    0.0031483667847304196
i tend    0.0003935458480913027
i didn    0.0027548209366391194
i say    0.005509641873278239
i encouraged    0.0003935458480913027
i keep    0.0015741833923652111
i just    0.011412829594647775
i ,    0.0035419126328217233
i announced    0.003935458480913028
i thread    0.0003935458480913027
i pacify    0.0003935458480913027
i sit    0.0003935458480913027
i not    0.0003935458480913027
i simply    0.0003935458480913027
i encourage    0.0003935458480913027
i worked    0.0023612750885478153
i could    0.0035419126328217233
i raise    0.0011806375442739074
i begin    0.0007870916961826055
i listened    0.0003935458480913027
i thought    0.004329004329004331
i made    0.005116096025186933
i hate    0.0003935458480913027
i figure    0.0003935458480913027
i share    0.0003935458480913027
i spoke    0.0023612750885478153
i go    0.0007870916961826055
i intend    0.005903187721369538
i commend    0.0007870916961826055
i suspect    0.0007870916961826055
i like    0.0003935458480913027
i became    0.0007870916961826055
i disagree    0.0003935458480913027
i truly    0.0007870916961826055
i spent    0.0011806375442739074
i found    0.0015741833923652111
i or    0.0003935458480913027
i welcome    0.0015741833923652111
i directed    0.0015741833923652111
i look    0.0070838252656434475
i must    0.0007870916961826055
i put    0.0019677292404565137
i won    0.0011806375442739074
i make    0.0015741833923652111
i got    0.0047225501770956305
i applaud    0.0003935458480913027
i need    0.0015741833923652111
i feel    0.0015741833923652111
i firmly    0.0007870916961826055
i mean    0.00747737111373475
i stood    0.0027548209366391194
i reject    0.0015741833923652111
i finally    0.0007870916961826055
i yield    0.0007870916961826055
i rise    0.0007870916961826055
i usually    0.0007870916961826055
i pledge    0.0007870916961826055
i face    0.0003935458480913027
i consider    0.0011806375442739074
i come    0.0011806375442739074
