Bigram    Probability
<s> also    0.0001356208042313691
<s> chelsea    6.781040211568454e-05
<s> call    6.781040211568454e-05
<s> burning    6.781040211568454e-05
<s> wisconsin    6.781040211568454e-05
<s> tpp    6.781040211568454e-05
<s> heaven    6.781040211568454e-05
<s> stand    0.0002034312063470535
<s> obviously    6.781040211568454e-05
<s> tomorrow    6.781040211568454e-05
<s> donald    0.0002034312063470535
<s> page    0.0001356208042313691
<s> 37    6.781040211568454e-05
<s> instead    0.00033905201057842275
<s> are    0.0006781040211568455
<s> nashville    6.781040211568454e-05
<s> sorry    6.781040211568454e-05
<s> trust    0.0002034312063470535
<s> 2,000    6.781040211568454e-05
<s> 2,300    6.781040211568454e-05
<s> indiana    0.0002034312063470535
<s> outside    6.781040211568454e-05
<s> exactly    0.0001356208042313691
<s> six    0.00033905201057842275
<s> unbelievable    0.0002712416084627382
<s> have    0.00033905201057842275
<s> come    0.00047467281480979183
<s> indianapolis    6.781040211568454e-05
<s> get    0.0006102936190411607
<s> your    0.00040686241269410737
<s> medicare    6.781040211568454e-05
<s> beating    6.781040211568454e-05
<s> ernie    6.781040211568454e-05
<s> save    6.781040211568454e-05
<s> univision    6.781040211568454e-05
<s> back    6.781040211568454e-05
<s> fox    0.0001356208042313691
<s> cnn    0.0002712416084627382
<s> sets    6.781040211568454e-05
<s> …the    0.0002034312063470535
<s> ca    0.0001356208042313691
<s> school    6.781040211568454e-05
<s> practically    0.0001356208042313691
<s> pittsburgh    6.781040211568454e-05
<s> her    0.00033905201057842275
<s> almost    0.0002712416084627382
<s> france    6.781040211568454e-05
<s> sounds    6.781040211568454e-05
<s> large    6.781040211568454e-05
<s> ted    0.0001356208042313691
<s> forget    0.0002034312063470535
<s> cause    6.781040211568454e-05
<s> going    0.00033905201057842275
<s> afterwards    6.781040211568454e-05
<s> point    6.781040211568454e-05
<s> hard    6.781040211568454e-05
<s> worst    0.0001356208042313691
<s> soon    6.781040211568454e-05
<s> dwight    0.0001356208042313691
<s> literally    6.781040211568454e-05
<s> hezbollah    6.781040211568454e-05
<s> atlantic    6.781040211568454e-05
<s> caesar    0.0001356208042313691
<s> whoever    0.0001356208042313691
<s> son    6.781040211568454e-05
<s> club    0.0002712416084627382
<s> see    0.0006102936190411607
<s> send    6.781040211568454e-05
<s> only    0.00033905201057842275
<s> mine    6.781040211568454e-05
<s> low-energy    6.781040211568454e-05
<s> ending    6.781040211568454e-05
<s> ivanka    0.0002712416084627382
<s> connecticut    6.781040211568454e-05
<s> 35    0.0001356208042313691
<s> 56,000    6.781040211568454e-05
<s> adam    6.781040211568454e-05
<s> negative    6.781040211568454e-05
<s> mostly    0.0002034312063470535
<s> free    6.781040211568454e-05
<s> changes    0.0001356208042313691
<s> chris    0.0001356208042313691
<s> read    6.781040211568454e-05
<s> companies    6.781040211568454e-05
<s> corporate    0.0001356208042313691
<s> various    6.781040211568454e-05
<s> 31,000    0.0001356208042313691
<s> until    0.0002712416084627382
<s> has    0.0002034312063470535
<s> including    6.781040211568454e-05
<s> o    6.781040211568454e-05
<s> through    0.0001356208042313691
<s> tom    0.0002712416084627382
<s> ratings    6.781040211568454e-05
<s> yet    0.0001356208042313691
<s> over    0.0002034312063470535
<s> hard-working    6.781040211568454e-05
<s> 35,000    6.781040211568454e-05
<s> wherever    0.0002034312063470535
<s> education    6.781040211568454e-05
<s> never    0.0002712416084627382
<s> tea    6.781040211568454e-05
<s> signing    6.781040211568454e-05
<s> bad    6.781040211568454e-05
<s> record    6.781040211568454e-05
<s> hopefully    0.00033905201057842275
<s> perfect    0.0002034312063470535
<s> together    0.0002712416084627382
<s> doesn    0.0002034312063470535
<s> los    6.781040211568454e-05
<s> biggest    6.781040211568454e-05
<s> boy    0.00033905201057842275
<s> use    6.781040211568454e-05
<s> achilles    6.781040211568454e-05
<s> much    0.0001356208042313691
<s> strong    6.781040211568454e-05
<s> women    0.0002034312063470535
<s> although    0.0001356208042313691
<s> franklin    0.0002034312063470535
<s> sharia    0.0001356208042313691
<s> tough    0.0002034312063470535
<s> …but    6.781040211568454e-05
<s> additionally    6.781040211568454e-05
<s> secretary    0.0001356208042313691
<s> designed    0.0001356208042313691
<s> unless    0.0001356208042313691
<s> 28    6.781040211568454e-05
<s> i.    6.781040211568454e-05
<s> losing    6.781040211568454e-05
<s> history    6.781040211568454e-05
<s> unfortunately    6.781040211568454e-05
<s> logic    6.781040211568454e-05
<s> pretty    0.0002034312063470535
<s> doral    0.0001356208042313691
<s> hello    0.0002034312063470535
<s> @    6.781040211568454e-05
<s> merry    6.781040211568454e-05
<s> fine    6.781040211568454e-05
<s> god    6.781040211568454e-05
<s> didn    0.0001356208042313691
<s> third    0.00033905201057842275
<s> unemployment    6.781040211568454e-05
<s> effective    0.0001356208042313691
<s> benghazi    6.781040211568454e-05
<s> irs    0.0001356208042313691
<s> low    6.781040211568454e-05
<s> ships    6.781040211568454e-05
<s> cars    6.781040211568454e-05
<s> pfizer    0.0002712416084627382
<s> jerry    0.0001356208042313691
<s> him    6.781040211568454e-05
<s> 25,000    6.781040211568454e-05
<s> mobile    6.781040211568454e-05
<s> usually    0.0001356208042313691
<s> 60,000.    6.781040211568454e-05
<s> 100    0.0002034312063470535
<s> yup    6.781040211568454e-05
<s> fourth    6.781040211568454e-05
<s> please    0.00033905201057842275
<s> carl    0.00040686241269410737
<s> spoiled    6.781040211568454e-05
<s> rich    6.781040211568454e-05
<s> bought    6.781040211568454e-05
<s> nearly    0.0001356208042313691
<s> aye    0.0001356208042313691
<s> va    6.781040211568454e-05
<s> bigger    6.781040211568454e-05
<s> policy    6.781040211568454e-05
<s> general    6.781040211568454e-05
<s> russia    6.781040211568454e-05
<s> deals    6.781040211568454e-05
<s> reince    6.781040211568454e-05
<s> could    0.00033905201057842275
<s> trillion    0.0002712416084627382
<s> me    0.0002034312063470535
<s> give    0.0001356208042313691
<s> globalization    6.781040211568454e-05
<s> beyond    6.781040211568454e-05
<s> normally    6.781040211568454e-05
<s> having    0.0001356208042313691
<s> greater    6.781040211568454e-05
<s> under    0.0002712416084627382
<s> iconic    6.781040211568454e-05
<s> persians    6.781040211568454e-05
<s> 800,000    6.781040211568454e-05
<s> middle    6.781040211568454e-05
<s> businesses    6.781040211568454e-05
<s> cole    6.781040211568454e-05
<s> civil    6.781040211568454e-05
<s> horribly    6.781040211568454e-05
<s> watch    6.781040211568454e-05
<s> hire    6.781040211568454e-05
<s> speeches    6.781040211568454e-05
<s> more    0.0002712416084627382
<s> jamiel    6.781040211568454e-05
<s> kate    6.781040211568454e-05
<s> florida    6.781040211568454e-05
<s> northern    6.781040211568454e-05
<s> arafat    6.781040211568454e-05
<s> however    0.0002712416084627382
<s> sharon    0.0001356208042313691
<s> easy    6.781040211568454e-05
<s> nice    0.0001356208042313691
<s> prosperous    6.781040211568454e-05
<s> gon    6.781040211568454e-05
<s> anyways    6.781040211568454e-05
<s> tens    6.781040211568454e-05
<s> ben    0.0002034312063470535
<s> glorifying    6.781040211568454e-05
<s> 5.4    6.781040211568454e-05
<s> senator    6.781040211568454e-05
<s> poll    6.781040211568454e-05
<s> allowing    6.781040211568454e-05
<s> north    6.781040211568454e-05
<s> new    0.0001356208042313691
<s> …so    0.0001356208042313691
<s> small    6.781040211568454e-05
<s> massive    0.0001356208042313691
<s> carrier    6.781040211568454e-05
<s> steve    6.781040211568454e-05
<s> fight    6.781040211568454e-05
<s> 38    6.781040211568454e-05
<s> paul    6.781040211568454e-05
<s> 33,000    6.781040211568454e-05
<s> lies    0.0001356208042313691
<s> man    6.781040211568454e-05
<s> politicians    0.0002034312063470535
<s> veteran    6.781040211568454e-05
<s> about    6.781040211568454e-05
<s> whenever    0.0001356208042313691
<s> sony    6.781040211568454e-05
<s> balance    0.0001356208042313691
<s> houdini    6.781040211568454e-05
<s> 10    6.781040211568454e-05
<s> 7,000    6.781040211568454e-05
<s> plus    0.0002034312063470535
<s> …think    6.781040211568454e-05
<s> …let    6.781040211568454e-05
<s> caterpillar    6.781040211568454e-05
<s> highly    6.781040211568454e-05
<s> skilled    6.781040211568454e-05
<s> obamacare    0.0001356208042313691
<s> yesterday    0.0001356208042313691
<s> grown    6.781040211568454e-05
<s> lyin    6.781040211568454e-05
<s> feel    6.781040211568454e-05
<s> truly    6.781040211568454e-05
<s> half    6.781040211568454e-05
<s> which    0.0001356208042313691
<s> sheriff    0.0001356208042313691
<s> …because    6.781040211568454e-05
<s> down    6.781040211568454e-05
<s> private    6.781040211568454e-05
<s> running    6.781040211568454e-05
<s> huh    6.781040211568454e-05
<s> john    0.0001356208042313691
<s> clint    0.0001356208042313691
<s> :    6.781040211568454e-05
<s> sadly    6.781040211568454e-05
<s> sarah    0.0001356208042313691
<s> recent    6.781040211568454e-05
<s> department    6.781040211568454e-05
<s> nascar    6.781040211568454e-05
<s> king    6.781040211568454e-05
<s> guess    6.781040211568454e-05
<s> ukraine    6.781040211568454e-05
<s> dr.    6.781040211568454e-05
<s> ambulances    6.781040211568454e-05
<s> stick    6.781040211568454e-05
<s> huge    0.0001356208042313691
<s> better    0.0002034312063470535
<s> 'cause    0.0001356208042313691
<s> nah    6.781040211568454e-05
<s> nationwide    6.781040211568454e-05
<s> 44    6.781040211568454e-05
<s> rebuild    6.781040211568454e-05
<s> ramos    6.781040211568454e-05
<s> phony    6.781040211568454e-05
<s> south    0.0001356208042313691
<s> samsung    6.781040211568454e-05
<s> lg    6.781040211568454e-05
<s> democrats    6.781040211568454e-05
<s> whoa    6.781040211568454e-05
<s> handle    6.781040211568454e-05
<s> them    6.781040211568454e-05
<s> …and    6.781040211568454e-05
<s> crime    0.0001356208042313691
<s> among    6.781040211568454e-05
<s> put    6.781040211568454e-05
<s> reducing    6.781040211568454e-05
<s> throw    6.781040211568454e-05
<s> amazingly    6.781040211568454e-05
<s> little    6.781040211568454e-05
<s> 21    6.781040211568454e-05
<s> 11    6.781040211568454e-05
<s> …if    6.781040211568454e-05
<s> cbs    0.0001356208042313691
<s> crazy    6.781040211568454e-05
<s> none    0.0001356208042313691
<s> during    0.0002034312063470535
<s> mike    0.0001356208042313691
<s> politically    6.781040211568454e-05
<s> recently    6.781040211568454e-05
<s> notice    6.781040211568454e-05
<s> special    6.781040211568454e-05
<s> …it    6.781040211568454e-05
<s> morning    6.781040211568454e-05
<s> others    6.781040211568454e-05
<s> bring    6.781040211568454e-05
<s> maryland    0.0001356208042313691
<s> should    0.0001356208042313691
<s> governor    0.0001356208042313691
<s> germany    6.781040211568454e-05
<s> mercedes    6.781040211568454e-05
<s> congratulations    6.781040211568454e-05
<s> trade    6.781040211568454e-05
<s> meanwhile    6.781040211568454e-05
<s> phenomenal    0.0001356208042313691
<s> genesco    6.781040211568454e-05
<s> bush    0.0001356208042313691
<s> marco    6.781040211568454e-05
<s> 4,000    6.781040211568454e-05
<s> carried    6.781040211568454e-05
<s> out    6.781040211568454e-05
<s> dodd-frank    6.781040211568454e-05
<s> walker    0.0002034312063470535
<s> jobs    6.781040211568454e-05
<s> 70,000    6.781040211568454e-05
<s> 100,000    6.781040211568454e-05
<s> taxpayers    6.781040211568454e-05
<s> crowds    6.781040211568454e-05
<s> boeing    0.0001356208042313691
<s> nonsense    6.781040211568454e-05
<s> tell    0.0002034312063470535
<s> george    6.781040211568454e-05
<s> seventy    6.781040211568454e-05
<s> fifty    6.781040211568454e-05
<s> financial    6.781040211568454e-05
<s> …they    6.781040211568454e-05
<s> gen.    6.781040211568454e-05
<s> nuts    6.781040211568454e-05
<s> favored    6.781040211568454e-05
<s> gov    6.781040211568454e-05
<s> 60    6.781040211568454e-05
<s> stupid    6.781040211568454e-05
<s> 14th    6.781040211568454e-05
<s> lou    6.781040211568454e-05
<s> factories    6.781040211568454e-05
<s> bang    6.781040211568454e-05
<s> 20    6.781040211568454e-05
<s> ten    6.781040211568454e-05
<s> walls    6.781040211568454e-05
<s> richard    6.781040211568454e-05
<s> keep    6.781040211568454e-05
<s> silent    6.781040211568454e-05
<s> stop    6.781040211568454e-05
<s> american    6.781040211568454e-05
<s> amvets    6.781040211568454e-05
<s> thirty-three    6.781040211568454e-05
<s> wipes    6.781040211568454e-05
<s> immediately    6.781040211568454e-05
<s> pretend    6.781040211568454e-05
<s> done    6.781040211568454e-05
<s> islamic    6.781040211568454e-05
<s> unpredictable    6.781040211568454e-05
<s> repealing    6.781040211568454e-05
<s> alexander    6.781040211568454e-05
<s> 48    6.781040211568454e-05
<s> fixing    0.0001356208042313691
<s> high    6.781040211568454e-05
<s> somehow    6.781040211568454e-05
<s> fully    6.781040211568454e-05
<s> sort    6.781040211568454e-05
<s> illegal    6.781040211568454e-05
<s> largest    6.781040211568454e-05
<s> …do    6.781040211568454e-05
<s> seven    6.781040211568454e-05
<s> talk    0.0001356208042313691
<s> looking    6.781040211568454e-05
<s> end    6.781040211568454e-05
<s> wait    6.781040211568454e-05
<s> bill    6.781040211568454e-05
<s> 1400    6.781040211568454e-05
<s> …now    6.781040211568454e-05
<s> anyway    6.781040211568454e-05
and we    0.08241308793456033
and renegotiate    0.00020449897750511256
and a    0.012474437627811856
and she    0.008588957055214725
and i    0.1460122699386503
and in    0.007770961145194276
and other    0.0024539877300613494
and they    0.08302658486707565
and parts    0.0004089979550102251
and make    0.0018404907975460125
and the    0.03824130879345604
and that    0.02208588957055215
and our    0.007157464212678935
and if    0.010429447852760735
and he    0.030265848670756646
and there    0.004498977505112473
and my    0.003271983640081799
and now    0.0098159509202454
and then    0.028220858895705518
and this    0.005521472392638039
and all    0.011860940695296526
and let    0.0022494887525562383
and it    0.04560327198364008
and somebody    0.002044989775051124
and japan    0.0006134969325153372
and mexico    0.0012269938650306747
and by    0.010224948875255623
and everybody    0.004498977505112473
and unify    0.00020449897750511256
and when    0.007975460122699389
and are    0.0006134969325153372
and banks    0.00020449897750511256
and just    0.004498977505112473
and everything    0.003271983640081799
and so    0.011042944785276069
and some    0.00511247443762781
and corey    0.00020449897750511256
and hope    0.0004089979550102251
and charles    0.00020449897750511256
and dan    0.00020449897750511256
and what    0.008179959100204498
and mrs.    0.0004089979550102251
and order    0.0018404907975460125
and speak    0.00020449897750511256
and be    0.0004089979550102251
and minnesota    0.00020449897750511256
and congratulate    0.00020449897750511256
and reince    0.00020449897750511256
and hillary    0.002862985685071574
and institutions    0.0004089979550102251
and anti-american    0.00020449897750511256
and jewish    0.00020449897750511256
and intimidation    0.0004089979550102251
and violence    0.00020449897750511256
and real    0.00020449897750511256
and soul    0.0004089979550102251
and express    0.0004089979550102251
and myself    0.00020449897750511256
and yet    0.004089979550102249
and thinking    0.00020449897750511256
and its    0.0008179959100204496
and at    0.001022494887525563
and overall    0.0004089979550102251
and rises    0.00020449897750511256
and palestine    0.0004089979550102251
and complete    0.0016359918200408994
and use    0.00020449897750511256
and purchase    0.00020449897750511256
and not    0.0016359918200408994
and over…    0.00020449897750511256
and you    0.04887525562372187
and came    0.0004089979550102251
and criticized    0.00020449897750511256
and peace    0.0004089979550102251
and special    0.0004089979550102251
and for    0.003476482617586914
and open    0.001022494887525563
and maybe    0.003476482617586914
and coming    0.0006134969325153372
and certainly    0.0006134969325153372
and bringing    0.0004089979550102251
and remember    0.002044989775051124
and millions    0.0024539877300613494
and people    0.005316973415132925
and one    0.0042944785276073615
and new    0.0012269938650306747
and pennsylvania    0.0004089979550102251
and check    0.00020449897750511256
and every    0.0024539877300613494
and actually    0.0016359918200408994
and structure    0.00020449897750511256
and islamic    0.0004089979550102251
and ,    0.0042944785276073615
and these    0.003885480572597138
and with    0.0036809815950920254
and grow    0.0008179959100204496
and bush    0.0004089979550102251
and fox    0.00020449897750511256
and grab    0.0008179959100204496
and vote    0.003271983640081799
and world    0.00020449897750511256
and almost    0.00020449897750511256
and needs    0.0004089979550102251
and is    0.0006134969325153372
and long    0.0008179959100204496
and yanked    0.00020449897750511256
and honestly    0.0022494887525562383
and see    0.0004089979550102251
and women    0.0006134969325153372
and invested    0.00020449897750511256
and businesses    0.0004089979550102251
and saved    0.00020449897750511256
and interestingly    0.00020449897750511256
and announces    0.00020449897750511256
and iran    0.0004089979550102251
and on    0.0030674846625766868
and federal    0.0004089979550102251
and reach    0.00020449897750511256
and indeed    0.0008179959100204496
and play    0.00020449897750511256
and syria    0.00020449897750511256
and unless    0.00020449897750511256
and beyond    0.0004089979550102251
and perhaps    0.0008179959100204496
and frankly    0.002862985685071574
and regulations    0.0006134969325153372
and his    0.0022494887525562383
and france    0.0004089979550102251
and level    0.00020449897750511256
and killed    0.0008179959100204496
and nobody    0.002658486707566462
and more    0.0022494887525562383
and hollywood    0.00020449897750511256
and much    0.0008179959100204496
and therefore    0.001022494887525563
and earn    0.0004089979550102251
and jointly    0.0004089979550102251
and held    0.00020449897750511256
and replace    0.0012269938650306747
and many    0.002658486707566462
and sell    0.0008179959100204496
and stopping    0.00020449897750511256
and 40    0.00020449897750511256
and study    0.00020449897750511256
and read    0.00020449897750511256
and schuster    0.0012269938650306747
and bounds    0.00020449897750511256
and obama    0.001022494887525563
and making    0.0006134969325153372
and free    0.0004089979550102251
and far    0.0004089979550102251
and ohio    0.0006134969325153372
and republican    0.00020449897750511256
and believe    0.001022494887525563
and kill    0.0004089979550102251
and gentlemen    0.0012269938650306747
and here    0.0018404907975460125
and security    0.001022494887525563
and threw    0.0004089979550102251
and created    0.0004089979550102251
and while    0.0004089979550102251
and replaced    0.0006134969325153372
and safety    0.0006134969325153372
and determination    0.00020449897750511256
and governors    0.0004089979550102251
and everyone    0.0008179959100204496
and run    0.00020449897750511256
and would    0.0006134969325153372
and dozens    0.0004089979550102251
and was    0.0006134969325153372
and anger    0.0004089979550102251
and although    0.0004089979550102251
and $    0.0012269938650306747
and tough    0.001022494887525563
and vigilant    0.0004089979550102251
and simon    0.00020449897750511256
and as    0.0018404907975460125
and amazingly    0.00020449897750511256
and tell    0.0006134969325153372
and to    0.004498977505112473
and rights    0.00020449897750511256
and privileges    0.00020449897750511256
and china    0.0016359918200408994
and drowned    0.00020449897750511256
and hundreds    0.0006134969325153372
and during    0.0004089979550102251
